text	label	clean_text
"I would really appreciate any tips or advice anyone might have to try and help me stop constantly seeking distraction from my brain and thoughts.

I feel like as soon as I put my phone down, it's back in my hand again and I'm mindlessly scrolling away 😩 #Depression #MentalHealth"	1	would really appreciate tip advice anyone might try help stop constantly seeking distraction brain thought feel like soon put phone back hand mindlessly scrolling away
"I think I need a UV lamp because the past week when it’s cloudy, my depression is like “hey remember me???” 
#mentalhealth"	1	think need uv lamp past week cloudy depression like hey remember
Bipolar is fun in the way that I'd pay money to switch out my brain, but have no money and also haven't moved from this spot all day because I have not switched out my brain. #mentalhealth	1	bipolar fun way pay money switch brain money also moved spot day switched brain
"Shame on those family members who create/associate with problems and expect their son/daughter/brother/sister to take then on and sort them out.

#mentalhealth"	1	shame family member create associate problem expect son daughter brother sister take sort
You ever just wanna crawl into a hole forever #depression #mentalhealth #Rollercoaster #iwantoff #sobriety	1	ever wan na crawl hole forever
I have had a very strange weekend of  feeling very melancholy, sad and lonely. I know these are all just feelings; like clouds they will pass and without darkness there is no light. Just popping this out there to acknowledge them and thank them for their message. #mentalhealth	1	strange weekend feeling melancholy sad lonely know feeling like cloud pas without darkness light popping acknowledge thank message
1/2 This week, I'm grateful for - i) @Lesliebooks's @TEDTalks, in which she advocates for victims of domestic violence. ii) Have gradually switched to @Ecosia, a @bing-powered search engine that donates its profits to actual tree planting. #mentalhealth #mindful #Joy #climate	1	1 2 week grateful advocate victim domestic violence ii gradually switched powered search engine donates profit actual tree planting
My depression is creeping back in…🥴 #seasonaldepression #MentalHealthAwareness #mentalhealth #cripplingfeeling	1	depression creeping back
I lack the mental energy to deal with anyone or anything this week. I feel wore down and just blah. #sundayvibes #mentalhealth #Seasonalaffectivedisorder #depression	1	lack mental energy deal anyone anything week feel wore blah
I choose to distance myself from people that showed me who they really are. You can love someone but not like how they treat you. It’s about your boundaries and what helps you be the best you! #boundaries #mentalhealth	1	choose distance people showed really love someone like treat boundary help best
First Tweet 🦕 Looking forward to my twitter journey as True Therapy #counselling #therapy #mentalhealth #personcentred #wellness #Wellbeing #hope #newbusiness #health	1	first tweet looking forward twitter journey true therapy
"Today on my life is an emo song. 
I spilled my venti ice coffee right before my therapy appointment. 
#coffee #Mentalhealth #emokid"	1	today life emo song spilled venti ice coffee right therapy appointment
"Took 1 call today at work and immediately freaking out. I told my manager and I really feel like today is the day I lose my job.

I really need help.. I can't afford to be unemployed but this job is destroying my brain.

#mentalhealth"	1	took 1 call today work immediately freaking told manager really feel like today day lose job really need help afford unemployed job destroying brain
You demand consistency but can’t deal with not one ☝🏽 problem when it comes up… stop ✋🏽 demanding something you can’t handle smh 🤦🏽‍♂️ 🗑#GamesPeoplePlay #mentalhealth #Reality	1	demand consistency deal one problem come stop demanding something handle smh
"Only those who meet their promised deadlines, 
experience the benefits from it.

-A Great Mentor's Word

#coding #reactjs #CodeNewbie #javascript #php #DEVCommunity #python #AI #ML #gamedevs #IndieDevs #MentalHealth #coaching #MentorsWORD"	1	meet promised deadline experience benefit great mentor word
Right I am getting tired of reviving the same shitty messages asking me to unblock people or telling me stuff they are saying! If it ain’t being said to directly it’s irrelevant I don’t match coward energy so please don’t disturb my peace #mentalhealth	1	right getting tired reviving shitty message asking unblock people telling stuff saying said directly irrelevant match coward energy please disturb peace
station 19 is one of the only shows i've seen actually show the consequence of the police being called on someone in mental health crisis/having an autistic meltdown, especially when the person is black. one of the many reasons i love s19 &lt;3 @OakSmash #autistic #mentalhealth	1	station 19 one show seen actually show consequence police called someone mental health crisis autistic meltdown especially person black one many reason love s19 3
Started CBT sessions as a result of a car accident. Therapist asks 'was this helpful.' I reply 'No coz of your interruptions. When I had a happy ending to share you didn't listen.' If you can't listen you don't deserve the title of therapist or the like. #mentalhealth #Listen	1	started cbt session result car accident therapist asks helpful reply coz interruption happy ending share listen listen deserve title therapist like
#PROTIP: if ur ever gonna go #FullTropicThunderReference and try to write 100+ songs about 1 girl aim for ones whose nane shares initials with #mentalhealth	1	ur ever gon na go try write 100 song 1 girl aim one whose nane share initial
"Anxiety doesn’t care if you’ve been diagnosed by a doctor. 

It’s real, and it can be terrifying. 

If I need to take a mental health day on one of the busiest days of the week, so be it. 

I don’t control the beast, I only live in its world. 

#mentalhealth"	1	anxiety care diagnosed doctor real terrifying need take mental health day one busiest day week control beast live world
Been quiet today, I know.  Just feel completely down and I confess I had some thoughts earlier that it would be better if I weren't here, in constant pain and struggling.  I've got plans to meet a friend in the morning though so don't fear, I'll stick around.  #mentalhealth	1	quiet today know feel completely confess thought earlier would better constant pain struggling got plan meet friend morning though fear stick around
No stream tonight. Not feeling up to it, been a long weekend and this situation is turning real shitty so I'm taking a #mentalhealth day. Plus my internet already went out once today (from weather I think). Should be back on Wednesday for Diamond Weapon EX tho	1	stream tonight feeling long weekend situation turning real shitty taking day plus internet already went today weather think back wednesday diamond weapon ex tho
STOP gender-based violence towards the refugees in Libya @IDCmonitor @ICRC_dc @DetentionWatch @Migreurop @asylumaccess @GSCDL @ICNARelief @IRC @HIASrefugees @RESCUEorg @RSF_inter @USCRI @humanrights1st @Refugeesintl #evacuterefugeesfromlibya #COVID19 #Mentalhealth	1	stop gender based violence towards refugee libya dc inter
"We would all benefit from having magic shrooms at least once in our life. 🍄 

The world would have superior values — that’s why @peterthiel is invested in it with @foundersfund 

#Psilocybin #mentalhealth $cmps"	1	would benefit magic shrooms least life world would superior value invested cmps
Go to sleep get something to eat get a glass of water walk outside i promise that 10k will be there tomorrow don’t grind till you have a break down please your health is so important you fucking MATTER! Whoever is telling you different just wants to see you break. #mentalhealth	1	go sleep get something eat get glass water walk outside promise 10k tomorrow grind till break please health important fucking matter whoever telling different want see break
I love that @RitenourSchools had a scheduled mental health day. It’s awesome, truly. But also, here’s your permission to take your own mental health day when you need it. #mentalhealth #education	1	love scheduled mental health day awesome truly also permission take mental health day need
“You don’t have to control your thoughts. You just have to stop letting them control you.” — Dan Millman                                         #mentalhealth  #breakthestigma	1	control thought stop letting control dan millman
Seeing so many teachers talk of leaving rn. The heart pull by students and your mind begging for rest is crippling. I get it. Teachers. We need you. But we need you healthy. Take a leave. Rest. Recharge. Teacher mental health needs to be part of the discussion. #mentalhealth	1	seeing many teacher talk leaving rn heart pull student mind begging rest crippling get teacher need need healthy take leave rest recharge teacher mental health need part discussion
"Today self-care looked like a trip to the fabric store, a zoom chat with a friend, and TV time while grading midterms. 

What did you do to be kind to yourself today?

#MentalHealth"	1	today self care looked like trip fabric store zoom chat friend tv time grading midterm kind today
"when I was 17 (almost 18) my father took his life - I felt anger and weight trained to fill time - the anger / confusion made training an understandable activity - 40 pull ups front and back - then legs over bar sit ups 
#fitness #mentalhealth #burn #weights #anger"	1	17 almost 18 father took life felt anger weight trained fill time anger confusion made training understandable activity 40 pull ups front back leg bar sit ups
"Stepping forward is only beneficial if you are in the right direction.  This makes the person who makes a U-turn to find the right direction, the one with wisdom.

#lifeguruph #coachnobfm #lifeingeneral #InspirationalQuotes #love #relationships #Mentalhealth #Mentalhealth"	1	stepping forward beneficial right direction make person make u turn find right direction one wisdom
"It was very much a brain v the body kind of day. Tried to keep the tiredness out but unsuccessful. Headaches, mouth ulcers, joint pain and dizziness. Also realising that my depression is worsening.
Just another day at the office of @Mentalme3 
#mentalhealth #depression #pain #now"	1	much brain v body kind day tried keep tiredness unsuccessful headache mouth ulcer joint pain dizziness also realising depression worsening another day office
"Ibogaine was found to help opioid addicts recover and maintain sobriety for longer than the standard methadone or buprenorphine tapering approaches 

However, more research is needed on its safety.

#mentalhealth #opioidepidemic #addiction

(Mash et al., 2018)"	1	ibogaine found help opioid addict recover maintain sobriety longer standard methadone buprenorphine tapering approach however research needed safety mash et al 2018
Ok I am a grown up who still doesn’t like cooked veggies. Hit me with above ground veggies that I can eat raw. #diabetes #t2 #lowcarb #lchf #keto #asthma #migraines #MentalHealth	1	ok grown still like cooked veggie hit ground veggie eat raw
"May I please get 10 followers to copy and re-post this tweet? I'm trying to demonstrate that someone is always listening.

#SuicidePrevention  #mentalhealth 
#MentalHealthAwareness

Just ten. Any ten. Copy, not retweet."	1	may please get 10 follower copy post tweet trying demonstrate someone always listening ten ten copy retweet
"May I please get 10 followers to copy and re-post this tweet? I'm trying to demonstrate that someone is always listening.

#SuicidePrevention  #mentalhealth 
#MentalHealthAwareness

Just ten. Any ten. Copy, not retweet."	1	may please get 10 follower copy post tweet trying demonstrate someone always listening ten ten copy retweet
It would have been great to have schools transition back to school with mental health care. Our students AND school personnel are really struggling. We gotta do better with access to mental health. #education #mentalhealth #equity	1	would great school transition back school mental health care student school personnel really struggling got ta better access mental health
Am I strong enough to do this? #mentalhealth	1	strong enough
"hey so uh, do i tell my mom “i need a grippy sock vacation like yesterday” or do i keep holding it in until i hurt myself 
#mom #mentalhealth"	1	hey uh tell mom need grippy sock vacation like yesterday keep holding hurt
"Abolish MTP is the only wish this morning, for us to reunite w family. #mentalhealth #ReopeningSafely #abolishmtp 
.
@IsmailSabri60 @HishammuddinH2O @Dzaimee @SyedSaddiq @Khairykj @NancyShukri @LoveNoTourismMY"	1	abolish mtp wish morning u reunite w family
"Ask yourself what can I do to make things better 

#mentalhealth"	1	ask make thing better
End to gender-based violence towards the refugees in Libya @IDCmonitor @ICRC_dc @DetentionWatch @Migreurop @asylumaccess @GSCDL @ICNARelief @IRC @HIASrefugees @RESCUEorg @RSF_inter @USCRI @humanrights1st @Refugeesintl #evacuterefugeesfromlibya #COVID19 #Mentalhealth	1	end gender based violence towards refugee libya dc inter
Chasing happiness without God is like trying to fill a bucket with a hole in it. #mentalhealth #Depresion #CannabisCommunity	1	chasing happiness without god like trying fill bucket hole
I really miss the Era when Fetty was was dropping Hits I miss that time period in my life those hits were some of the bright lights in a dark Time in my life rap music saved my life #fettywap #mentalhealth #rapmusic 1738	1	really miss era fetty dropping hit miss time period life hit bright light dark time life rap music saved life 1738
I know a game that Googles super computer can never actually completely win or even master… try to catch all 150 original Pokémon in only the Red Version. Suck on that google… computers have no friends. #mentalhealth #Bitcoin	1	know game google super computer never actually completely win even master try catch 150 original pok mon red version suck google computer friend
"💡 You are not your trauma. While it might be a part of your story, it doesn't define you or your worth.

#MentalHealth #Reminder"	1	trauma might part story define worth
Shoutout to @933WMMR for talking about #mentalhealth and giving out both the text number and hotline number!! ♡♡	1	shoutout talking giving text number hotline number
"#Mentalhealth don’t allow people to use #emotionalblackmail on you, that is manipulation. There is no win, and there will always be delusional people who think it’s ok.

It’s not."	1	allow people use manipulation win always delusional people think ok
"The key is in not spending time, but in investing it.

Have a Good Day 😀 😀

----
#time #timemanagement #personaldevelopment #Selfdevelopment #entrepreneur #leaders
#selfcare #success #important #mentalhealth

----"	1	key spending time investing good day
Watching @Station19 is brutal...putting untrained FFs in the field to give it a try with mental health calls is a direct insult to us mental health professionals who respect those in conflict and train our asses off to support them in crisis.  Please stop. #mentalhealth	1	watching brutal putting untrained ffs field give try mental health call direct insult u mental health professional respect conflict train ass support crisis please stop
this is how to show a loved one you care: When did you begin feeling like this? #mentalhealth #depression	1	show loved one care begin feeling like
Hey #onted committed as always to #ontedmentalhealth - #sundayscaries hit a bit different this year - DMs are open - vent, chat, put it out there so you can sleep. #MentalHealthMatters #mentalhealth	1	hey committed always hit bit different year dm open vent chat put sleep
Life can be rough. One day at a time folks 💪 #MentalHealthMatters #mentalhealth	1	life rough one day time folk
STOP gender-based violence towards the refugees in Libya @IDCmonitor @ICRC_dc @DetentionWatch @Migreurop @asylumaccess @GSCDL @ICNARelief @IRC @HIASrefugees @RESCUEorg @RSF_inter @USCRI @humanrights1st @Refugeesintl #evacuterefugeesfromlibya #COVID19 #Mentalhealth	1	stop gender based violence towards refugee libya dc inter
What's the best #mentalhealth -related advice you've ever gotten ?	1	best related advice ever gotten
"I believe I've been having a long (and worsening) dissociative episode.

Been a while since I've had one so... fun... 😒 #mentalhealth #Schizophrenia"	1	believe long worsening dissociative episode since one fun
What's the best #mentalhealth-related advice you've ever gotten ?	1	best related advice ever gotten
I’m grateful for my boyfriend, family and friends who have been there for me tutu the hard times #depression  #mentalhealth	1	grateful boyfriend family friend tutu hard time
Your emotional and physical health are more important than your productivity. #Mentalhealth #emotional #health #sunday #mondaythoughts	1	emotional physical health important productivity
"Month 4 on anti-depressants. Insomnia round 2. Let's smash this 🎉

#mentalhealth #insomnia"	1	month 4 anti depressant insomnia round 2 let u smash
STOP gender-based violence towards the refugees in Libya @IDCmonitor @ICRC_dc @DetentionWatch @Migreurop @asylumaccess @GSCDL @ICNARelief @IRC @HIASrefugees @RESCUEorg @RSF_inter @USCRI @humanrights1st @Refugeesintl #evacuterefugeesfromlibya #COVID19 #Mentalhealth #Eritrea	1	stop gender based violence towards refugee libya dc inter
"May I please get 10 followers to copy and re-post this tweet? I'm trying to demonstrate that someone is always listening.

#SuicidePrevention  #mentalhealth  
#MentalHealthAwareness

Just ten. Any ten. Copy, not retweet."	1	may please get 10 follower copy post tweet trying demonstrate someone always listening ten ten copy retweet
Friendly reminder.  If you're having one of those days, remember, you're #awesome, #competent, and #enough. There are people out there who love you for who you are, regardless of success or how bad you might have screwed up today.  Be #brave; be #kind; be #loving.  #Mentalhealth	1	friendly reminder one day remember people love regardless success bad might screwed today
"May I please get 10 followers to copy and re-post this tweet? I'm trying to demonstrate that someone is always listening.

#SuicidePrevention  #mentalhealth   
#MentalHealthAwareness

Just ten. Any ten. Copy, not retweet."	1	may please get 10 follower copy post tweet trying demonstrate someone always listening ten ten copy retweet
hey you! you are more than enough! #mentalhealth	1	hey enough
Good evening everyone i apologize for the absence been grinding cold war multiplayer/zombies and warzone with some friends just been having so much fun lately that i forgot to say hi yall my bad #BlackOpsColdWar #zombies #GoodEvening #Mentalhealth #MentalHealthMatters	1	good evening everyone apologize absence grinding cold war multiplayer zombie warzone friend much fun lately forgot say hi yall bad
Strength is great, right. However it's OK to be vulnerable. You don't always have to be so strong that you break inside. Trust me, it happens! #mentalhealth #EmotionalIntelligence	1	strength great right however ok vulnerable always strong break inside trust happens
"224th #10k run done in 224 days

#RocketSingh #RunningMachine #RunningMan #RunningSingh #Sikh #exercisedaily #wellbeingmatters #mentalhealth"	1	224th run done 224 day
STOP gender-based violence towards the refugees in Libya @IDCmonitor @ICRC_dc @DetentionWatch @Migreurop @asylumaccess @GSCDL @ICNARelief @IRC @HIASrefugees @RESCUEorg @RSF_inter @USCRI @humanrights1st @Refugeesintl #evacuterefugeesfromlibya #COVID19 #Mentalhealth	1	stop gender based violence towards refugee libya dc inter
STOP gender-based violence towards the refugees in Libya Protect @IDCmonitor @ICRC_dc @DetentionWatch @Migreurop @asylumaccess @GSCDL @ICNARelief @IRC @HIASrefugees @RESCUEorg @RSF_inter @USCRI @humanrights1st @Refugeesintl #evacuterefugeesfromlibya #COVID19 #Mentalhealth	1	stop gender based violence towards refugee libya protect dc inter
"Ah yes, the return to Monday tomorrow! Here's your reminder to keep pushing when it gets tough and when you don't want to get out of bed in the morning. Take one breath, and another, and soon you'll be rocking the day!

#mentalhealth
#monday #mentalhealthmatters"	1	ah yes return monday tomorrow reminder keep pushing get tough want get bed morning take one breath another soon rocking day
Don’t be afraid to start over, you might like your new story ✨#Flyyinside #MINDHACK #mentalhealth #Mindset #inspirationalquotes #mindsetiseverything #podcasts	1	afraid start might like new story
"The stuff you heard about me is a lie, I am way worse.

#mindhelp #Mentalhealth #quotes #quoteoftheday #lifequotes #ATTITUDE"	1	stuff heard lie way worse
"May I please get 10 followers to copy and re-post this tweet? I'm trying to demonstrate that someone is always listening.

#SuicidePrevention  #mentalhealth  
#MentalHealthAwareness

Just ten. Any ten. Copy, not retweet."	1	may please get 10 follower copy post tweet trying demonstrate someone always listening ten ten copy retweet
STOP gender-based violence towards the refugees in Libya @IDCmonitor @ICRC_dc @DetentionWatch @Migreurop @asylumaccess @GSCDL @ICNARelief @IRC @HIASrefugees @RESCUEorg @RSF_inter @USCRI @humanrights1st @Refugeesintl #evacuterefugeesfromlibya #COVID19 #Mentalhealth	1	stop gender based violence towards refugee libya dc inter
Tune into this informative webinar with Dr. Rania Awad and Dr. Haifaa Younis to learn about the Islamic influences on Mental Health. #mentalhealth https://t.co/j10iiIerTZ	1	tune informative webinar dr rania awad dr haifaa younis learn islamic influence mental health http co j10iiiertz
"Lots of heavy emotion tonight. Drink water. Eat healthy food. Put good images in your brain, listen to healthy musical vibrations. Breathe. Good to bed earlier. Take care of your vessel. 
#Mentalhealth 
Love yourself"	1	lot heavy emotion tonight drink water eat healthy food put good image brain listen healthy musical vibration breathe good bed earlier take care vessel love
"#Stressknitting this evening, as I have an electroconvulsive therapy treatment tomorrow morning.
#sicknotweak #mentalhealth #givingvoicetodepression #depressionwarrior"	1	evening electroconvulsive therapy treatment tomorrow morning
"What can I do to feel better about myself 

#mentalhealth"	1	feel better
1000%! I still can’t remember my oldest mom’s birthday. And sometimes I really wanna remember it cause she’s the reason I even have a kid but ion wanna trigger myself like that. #MentalHealth	1	1000 still remember oldest mom birthday sometimes really wan na remember cause reason even kid ion wan na trigger like
No #Mentalhealth?   I need your gun and your badge #internalassessment #police2peace 🚔👁🚔👁🚔👁🚔👁🚔	1	need gun badge
"Borderline Personality Disorder is the modern term for hysteria (wandering womb) and the treatment program is copyrighted by the woman who invented the diagnosis.
Fuck off with this misogyny in medicine, it is 2021 ffs. 🤦‍♀️
#Atypical #MentalHealth"	1	borderline personality disorder modern term hysteria wandering womb treatment program copyrighted woman invented diagnosis fuck misogyny medicine 2021 ffs
"“My dark days made me strong. Or maybe I already was strong, and they made me prove it.” — Emery Lord

#mentalhealth #MentalHealthMatters #MentalHealthAwareness"	1	dark day made strong maybe already strong made prove emery lord
BoysGetSadToo makes me sick, and angry. The message isn’t wrong, but using mental illness and depression to market your shitty apparel is gross to the extreme. #MENtalhealth	1	boysgetsadtoo make sick angry message wrong using mental illness depression market shitty apparel gross extreme
A1b: Welp after initial measurements I figured I’m at &lt;15% body fat. Keto works 👍 #Mentalhealth…ehhh let’s not talk about that or how about yes. I’ve been investigating conditions and bought books on #BPD and #Schizophrenia. Self discovery is an adventure. #goalchat	1	a1b welp initial measurement figured 15 body fat keto work ehhh let u talk yes investigating condition bought book self discovery adventure
"I’ll be participating in my first #DVpit tomorrow! So stoked to share a based-on-a-true-story YA romance that involves a half-Filipina girl with OCD struggling to cope with the absence of her dead ex, while her dad begins to showcase signs of schizophrenia. 

#Mentalhealth"	1	participating first tomorrow stoked share based true story ya romance involves half filipina girl ocd struggling cope absence dead ex dad begin showcase sign schizophrenia
Mind and heart always fight for love don't listen to your mind bcoz it is not a maths problem listen to your bcoz it's the flow of feelings 💜 #100daysofmentalhealth #Mentalhealth	1	mind heart always fight love listen mind bcoz math problem listen bcoz flow feeling
sometimes it seems like nobody understands what I'm feeling... and I keep trying to explain but I'm just met with blank stares and disinterest... #mentalhealth #traumasurvivor #blankstare #justunderstandme #brickwall #cptsd #complextrauma #literalnightmares	1	sometimes seems like nobody understands feeling keep trying explain met blank stare disinterest
STOP gender-based violence towards the refugees in Libya @IDCmonitor @ICRC_dc @DetentionWatch @Migreurop @asylumaccess @GSCDL @ICNARelief @IRC @HIASrefugees @RESCUEorg @RSF_inter @USCRI @humanrights1st @Refugeesintl #evacuterefugeesfromlibya #COVID19 #Mentalhealth	1	stop gender based violence towards refugee libya dc inter
"I’ve realized I don’t like unsure energy. Clarity is everything, pick a side.

#mindhelp #Mentalhealth #quotes #quoteoftheday #lifequotes #energy"	1	realized like unsure energy clarity everything pick side
"If you could download someone’s consciousness, who would you try?

Clue: @BabaRamDass 

Plenty of pods on @YouTube not a complete #mindmap but close

We’ll record each one you listen to in your member #NFT token 

#consciousness #download #mentalhealth #cardano #bebetter #commune"	1	could download someone consciousness would try clue plenty pod complete close record one listen member token
"I avoid starting arguments with people who have no intention of listening. I have a very strong compulsion to do so, but I refrain for my mental health.
#selfcare #mentalhealth #stopabuse #respect"	1	avoid starting argument people intention listening strong compulsion refrain mental health
If I don’t wake up and see ole is sacked I’m going to cry #SACKHIM #ole #Sacked #oleout #manunited #MentalHealth	1	wake see ole sacked going cry
Very proud to say after this month, my Asst. Principal and I will have met with all staff checking in on their mental health and well being on the start of the school year. If we don’t check in, who will? #mentalhealth #supportyourteam #TEAMSmALLey	1	proud say month asst principal met staff checking mental health well start school year check
“No job is worth your mental health.” #MentalHealth	1	job worth mental health
"Is healing from #workplace #sexualharassment/#assault possible?

100% yes! Though, I would be lying if I said it is a linear road and that it doesn’t take an army. Find your people. And don’t stop until you find them. #support #mentalhealth #BelieveInYourself #adversity #healing"	1	healing possible 100 yes though would lying said linear road take army find people stop find
"“Innovators and creators are persons who can to a higher degree than average accept the condition of aloneness.” Nathaniel Branden
.
.
.
.
.
.
.
#selfesteem #MentalHealthMatters #Mentalhealth #psychology #selflove #psychology #MentalHealthAwareness #nourishmentoftheselfjourney"	1	innovator creator person higher degree average accept condition aloneness nathaniel branden
"In order to save myself, I must destroy first the me, I was told to be.  

#mindhelp #Mentalhealth #quotes #quoteoftheday #lifequotes  #ATTITUDE"	1	order save must destroy first told
"Every day, we think new things, feel new things, or try and experience new things. We're growing all the time. How did that happen to you today? Think positively.

#MentalHealth challenge 
#MentalHealthMatters

* Recognizing negative thought patterns counts."	1	every day think new thing feel new thing try experience new thing growing time happen today think positively challenge recognizing negative thought pattern count
"Thank You Tijuana, Baja California . I have indeed have a Wonderful Time and experience with you all

#3rdMexicanDestination 🇲🇽
#Mentalhealth
#MentalHealthAwarenessMonth"	1	thank tijuana baja california indeed wonderful time experience
My mental health and physical health are heavy on my mind lately. Working on myself really helped me look at life in different eyes. If you can’t respect my wishes then you can’t be in my life. #Respectfully #Mentalhealth #workingout #lovingmyself ❤️✨	1	mental health physical health heavy mind lately working really helped look life different eye respect wish life
Instagram is mostly Rich People doing crazy shit, not so rich people trying to catch up, and poor people developing mental health issues. #influencer #influenza #rich #notsorich #poor #mentalhealth	1	instagram mostly rich people crazy shit rich people trying catch poor people developing mental health issue
Stop the stigma, let’s talk about #mentalhealth	1	stop stigma let u talk
"“If a proper education has to include an understanding of thinking, it also has to include an understanding of feelings.”  Nathaniel Branden
.
.
.
#MentalHealthMatters #MentalHealth #MentalHealthAwareness #selflove #nourishmentoftheselfjourney #foodfortheself #selcare #selfesteem"	1	proper education include understanding thinking also include understanding feeling nathaniel branden
#depression and #mentalhealth struggles suck. I can’t say it enough.	1	struggle suck say enough
“Your impairment doesn’t have to stop you doing anything, as long as it makes it harder. It might cause you pain, make things take much longer than they should or mean that you’re unable to do an activity more than once.” #mentalhealth #legal #Equality	1	impairment stop anything long make harder might cause pain make thing take much longer mean unable activity
this could be how you start a conversation with a loved one about depression: I have been feeling concerned for you lately #mentalhealth #depression	1	could start conversation loved one depression feeling concerned lately
"When you talk to friends from #LosAngeles who’ve known you since #UCLA &amp; DO👏🏾NOT👏🏾 judge you for expressing your pain about 2020 or your #Epilepsy ✊🏾❤️

I love my TRUE HOME aka LA ❤️🙏🏾

The people there just get 💯 of ME

Y’all are beautiful

#Mentalhealth 

#MentalHealthMatters"	1	talk friend known since judge expressing pain 2020 love true home aka la people get beautiful
My upstairs neighbors apparently REFUSE to have contact with me unless it's from their apartment to mine. Fucking stalking tweakers #MentalHealthMatters #MentalHealth #MentalHealthAwareness #Bullying #stalkers	1	upstairs neighbor apparently refuse contact unless apartment mine fucking stalking tweakers
STOP gender-based violence towards the refugees in Libya @IDCmonitor @ICRC_dc @DetentionWatch @Migreurop @asylumaccess @GSCDL @ICNARelief @IRC @HIASrefugees @RESCUEorg @RSF_inter @USCRI @humanrights1st @Refugeesintl #evacuterefugeesfromlibya #COVID19 #Mentalhealth	1	stop gender based violence towards refugee libya dc inter
So tired but I really let my apartment go due to my mental health now that I have better medications I feel like I can finally get myself to do things I couldn’t before. Moral of the story if you can afford to go get help do it. And if you can’t look into Medicaid. #mentalhealth	1	tired really let apartment go due mental health better medication feel like finally get thing could moral story afford go get help look medicaid
"Growth happens when you push pass yourself - UDOPE 

#UDOPE #GrowthMindset #Mentalhealth"	1	growth happens push pas udope
I am at odds about my celibacy, but I will figure it out soon. #celibacy #self #self-love #journey #mentalhealth	1	odds celibacy figure soon love
#Weekend: One of the perks of the new #job is that they offer a use it or loose it, #MentalHealth and Wellness day each month while we’re working remote due to #COVID. I’m taking my first one tomorrow; therefore, my #WeekendContinues! #3DayWeekend #MyWeekendAintOver 😎😜	1	one perk new offer use loose wellness day month working remote due taking first one tomorrow therefore
With #Christmas just 2 months away 😳 who needs to shed a few kgs of comfort eating from 6 lockdowns? 🙋🏼‍♀️ #motivated #newbeginnings #mentalhealth #MelbourneUnlocked	1	2 month away need shed kg comfort eating 6 lockdown
"Retweet if you think most parents aren't insensitive about their children's mental health issues but simply unaware.

#Mentalhealth #mentalillness #MentalHealthAwareness #mondaythoughts #insensitive"	1	retweet think parent insensitive child mental health issue simply unaware
I'm convinced that if I'm going to be happy it'll probably never happen with a woman my age or younger, I need a woman old enough to understand what respect for your surroundings can do; even for people you HATE. #MentalHealthAwareness #MentalHealth #MentalHealthMatters #Bullying	1	convinced going happy probably never happen woman age younger need woman old enough understand respect surroundings even people hate
It’s okay to have a bad day, a bad week or a bad month. But no one ever has a bad life. Take your time and while your head is down, make sure you pick up your crown before picking your head back up. ❤️ #Mentalhealth #ItsOkayToNotBeOkay	1	okay bad day bad week bad month one ever bad life take time head make sure pick crown picking head back
"No vacation, no rest, can be a rest from oneself. - Carl Rogers 
#mentalhealth #TherapistTwitter #counseling #selfimprovement #selflove"	1	vacation rest rest oneself carl rogers
"Don’t flirt with me, because, if I flirt back you will fall in love alone.

#mindhelp #Mentalhealth #quotes #quoteoftheday #lifequotes #flirt"	1	flirt flirt back fall love alone
"“When letting go, ignore all #thoughts. Focus on the #feeling itself, not on the thoughts.”
 David  Hawkins
.
.
.
.
.
.
.
.
#Mentalhealth #MentalHealthMatters #MentalHealthAwareness #selfcare #selflove #nourishmenfoftheselfjourney #foodfortheself #emotions #feelings #psychology"	1	letting go ignore focus thought david hawkins
Just in case nobody has told you this recently: You matter. You’re important. You’re loved. And your presence on this earth makes a difference whether you see it or not🖤 #mentalhealth #MentalHealthMatters #Awareness #selflove #bekind	1	case nobody told recently matter important loved presence earth make difference whether see
This morning was rough, mentally prepared for 40 minutes to walk up stairs and brush my teeth #Mentalhealth	1	morning rough mentally prepared 40 minute walk stair brush teeth
The people upstairs from me are a 24/7 nuisance. Being as annoying as possible without getting in trouble. I swear, the whole apt is FILLED with gradeschoolers. #Bullying #MentalHealthAwareness #MentalHealth #MentalHealthMatters	1	people upstairs 24 7 nuisance annoying possible without getting trouble swear whole apt filled gradeschoolers
My kid folded the laundry from the dryer and all I can think about is her not separating the pajamas from the actual clothes. There is like a stack of mixed clothes on my dresser. 😳😒 I need to sort this out but I’m disturbed and overwhelmed. I hate ADHD and OCD. #mentalhealth	1	kid folded laundry dryer think separating pajama actual clothes like stack mixed clothes dresser need sort disturbed overwhelmed hate adhd ocd
Trying to stay positive is always good, but stop repressing negative feelings. It’s toxic for your mind and body. Never feel guilty for having an array of emotions. Stop faking positivity when you know it’s not sincere. It’s ok. #LetThatMarinate #ProtectYourPeace #MentalHealth	1	trying stay positive always good stop repressing negative feeling toxic mind body never feel guilty array emotion stop faking positivity know sincere ok
Can I just drop everything and disappear? #mentalhealth	1	drop everything disappear
This is why at all times I advise many to raise the awareness of #Mentalhealth because you can never know what one is passing through in Life. Depression isn’t just a feeling, it comes as a result of an imbalance of neurotransmitters between nerve cells in the brain.	1	time advise many raise awareness never know one passing life depression feeling come result imbalance neurotransmitter nerve cell brain
